case,co2_conversion,methanol_selectivity_carbon,methanol_sty_kg_m3cat_h,outlet_temperature_k,peak_temperature_k,outlet_pressure_bar,pressure_drop_bar,water_removed_fraction,h2_loss_fraction
pbr,0.13334043360244718,1.7547262706821714e-07,6.818250299156926e-05,493.14992967620447,493.15,29.98623846669898,0.0137615333010217,0.0,0.0
membrane_reactor,0.18176926635168622,1.492018555278233e-07,7.903079989577549e-05,492.4906225855652,493.15,29.98655746130384,0.013442538696160966,0.5210597492003882,0.004543773955732223
