z_m,CO2,H2,CO,MeOH,H2O,N2,temperature_k,pressure_bar
0.4179487584345284,0.004129119999740246,0.014605310284646999,0.0006327846666605541,9.559589326766067e-11,0.0006327847621645149,0.0,492.97356166345895,29.99427586582197
0.43980845034782795,0.004128558708115623,0.014604748991856991,0.0006333459577024843,9.617858590332844e-11,0.0006333460537891378,0.0,493.0185963084184,29.993974129594402
0.4616681422611275,0.004128142522118148,0.014604332804687344,0.0006337621431138771,9.676466985234185e-11,0.0006337622397866146,0.0,493.0522138204211,29.993672366419368
0.4835278341744271,0.004127834094624466,0.014604024376016407,0.0006340705700189284,9.735329904610522e-11,0.0006340706672802947,0.0,493.0772981330242,29.99337058238707
0.5053875260877266,0.004127605586967552,0.01460379586717842,0.0006342990770853072,9.79438356840339e-11,0.0006342991749372104,0.0,493.0959915254026,29.99306878202861
0.5311681466085725,0.004127410916629742,0.014603601195444075,0.0006344937467248471,9.864210421038803e-11,0.0006344938452750186,0.0,493.11197533144144,29.992712831914687
0.5569487671294183,0.004127274031542682,0.01460346430895764,0.0006346306311122233,9.934178940964416e-11,0.0006346307303620802,0.0,493.1232187102322,29.99235686782827
0.5827293876502642,0.004127177707299135,0.01460336798331272,0.0006347269546550843,1.0004247520794068e-10,0.0006347270546056271,0.0,493.13113642575746,29.992000892676604
0.60851000817111,0.004127109978054157,0.014603300252664961,0.0006347946831986724,1.0074386644909755e-10,0.0006347947838506064,0.0,493.1367254115538,29.99164490849571
0.6342906286919558,0.004127062383974295,0.014603252657181315,0.0006348422765766418,1.0144575783704011e-10,0.0006348423779304671,0.0,493.14066599454804,29.991288916696558
0.6600712492128017,0.004127028909350218,0.014603219181152746,0.0006348757504984708,1.0214800555365429e-10,0.0006348758525545438,0.0,493.14343334313986,29.990932918272467
0.6951825671959049,0.004126998482392148,0.01460318875228108,0.0006349061764997448,1.0310480266214721e-10,0.0006349062795126151,0.0,493.1459438149656,29.990448065106502
0.7302938851790081,0.0041269795709807195,0.014603169838955462,0.0006349250869540764,1.0406189795969153e-10,0.000634925190924042,0.0,493.14750519332534,29.989963202153977
0.7654052031621112,0.004126967967161197,0.014603158233221362,0.0006349366898163086,1.0501918713139617e-10,0.0006349367947435634,0.0,493.1484679962539,29.98947833013052
0.8005165211452144,0.004126960890827837,0.014603151154973171,0.0006349437651922535,1.0597660252276309e-10,0.0006349438710769236,0.0,493.1490560108746,29.98899344949977
0.8356278391283176,0.004126956534445366,0.014603146796675705,0.0006349481206172284,1.0693409995415795e-10,0.000634948227459396,0.0,493.1494159725046,29.988508560564465
0.8932511748619527,0.004126952909586792,0.014603143168674079,0.0006349517439042754,1.08505625894353e-10,0.0006349518523179688,0.0,493.149714853927,29.98771276202616
0.9508745105955878,0.004126951186642388,0.014603141442586454,0.0006349534652770668,1.1007723725276449e-10,0.0006349535752623718,0.0,493.14985725716423,29.986916942047472
1.0,0.004126950316178823,0.014603140569443111,0.0006349543344007461,1.1141712466017419e-10,0.0006349544457259383,0.0,493.14992967620447,29.98623846669898
