z_m,CO2,H2,CO,MeOH,H2O,N2,temperature_k,pressure_bar
0.22847377056703688,0.004156134362460557,0.014632324656647894,0.0006057703085805382,9.095559911933377e-11,0.000605770399444205,0.0,491.157215339422,29.996887840104893
0.24377172894319993,0.004150639674794433,0.014626829968332594,0.0006112649959220748,9.128018762521728e-11,0.00061126508711033,0.0,491.4832280258676,29.99667741269828
0.259069687319363,0.0041461645392035775,0.014622354832067253,0.0006157401311756842,9.161743143087781e-11,0.0006157402227011832,0.0,491.76226179985235,29.996466854434125
0.2883021185485813,0.0041398118319463115,0.014616002123458656,0.0006220928377572857,9.229309660467803e-11,0.0006220929299584499,0.0,492.1825212702308,29.996064208035282
0.3054875697604509,0.004137106330482418,0.014613296621167863,0.0006247983388077314,9.27065452490492e-11,0.0006247984314223441,0.0,492.37183568339424,29.995827351154755
0.3226730209723205,0.004134970134303579,0.014611160424142195,0.0006269345345631533,9.312996191439091e-11,0.0006269346276011825,0.0,492.5261891353607,29.995590410017897
0.3398584721841901,0.004133283372674472,0.01460947366164938,0.0006286212957604075,9.356181519266027e-11,0.0006286213892302901,0.0,492.6512421650697,29.995353399994094
0.35704392339605967,0.004131951644804261,0.014608141932901402,0.0006299530231917345,9.400069776518226e-11,0.0006299531171004999,0.0,492.75208482817465,29.995116333921413
0.37422937460792927,0.004130900461293013,0.014607090748500817,0.0006310042062583138,9.444536665150635e-11,0.0006310043006117481,0.0,492.83312216431614,29.994879222381503
0.3960890665212288,0.004129877353402101,0.014606067639465264,0.0006320273135769049,9.501768802758293e-11,0.0006320274085026602,0.0,492.9133387127487,29.994577566982702
