z_m,CO2,H2,CO,MeOH,H2O,N2,temperature_k,pressure_bar
0.0017042553202669677,0.004661329578264331,0.015137398050608205,0.00010057509966074165,8.400793624894157e-11,0.00010046672389387298,0.0,487.01220662229264,29.999976672139173
0.0018128258557589586,0.004658551467447736,0.015134612195377463,0.00010335321030395352,8.418224544509596e-11,0.00010323441853101606,0.0,486.8538940298131,29.999975192254
0.0019213963912509495,0.004655886739269115,0.015131939724208194,0.0001060179383263111,8.433939260910789e-11,0.00010588845322607146,0.0,486.7030938670721,29.999973712840333
0.0020299669267429404,0.004653325171685137,0.015129370414996726,0.00010857950576862294,8.448187505322391e-11,0.00010843906110407866,0.0,486.55914688678,29.999972233876406
0.002138537462234931,0.004650857905880949,0.015126895408873594,0.00011104677144367997,8.461173060014332e-11,0.00011089511109712289,0.0,486.42148083012273,29.99997075534233
0.002247107997726922,0.004648477212367559,0.015124506976300186,0.00011342746483871626,8.473063851054336e-11,0.00011326434196952635,0.0,486.28959557603827,29.999969277219808
0.0023895350378106317,0.004645474129182256,0.015121493742548491,0.00011643054788339965,8.487233441075168e-11,0.00011625202794541664,0.0,486.12461858866266,29.99996733875732
0.0025319620778943416,0.00464259518563551,0.015118604650429971,0.0001193094913042999,8.500011206178768e-11,0.00011911518171065141,0.0,485.967978032425,29.999965400939352
0.0026743891179780515,0.00463982905956917,0.015115828377703115,0.00012207561725730768,8.51160021465813e-11,0.00012186514134008047,0.0,485.8189370639731,29.999963463734257
0.0028168161580617614,0.004637165944258216,0.015113155117567872,0.00012473873246497937,8.522166229316675e-11,0.0001245117280751561,0.0,485.6768561164798,29.999961527113115
0.0029592431981454712,0.004634597288061529,0.015110576318314525,0.00012730738856652114,8.531845776820168e-11,0.00012706350685198393,0.0,485.541176296845,29.999959591049365
0.00314443059812337,0.004631386458729094,0.015107352303249956,0.0001305182177872016,8.543289848349601e-11,0.0001302518900578065,0.0,485.37353174764246,29.999957074521564
0.0033296179981012687,0.004628308468727655,0.015104261130268542,0.00013359620769000627,8.553625833401558e-11,0.00013330688923995693,0.0,485.21494777710154,29.999954558845662
0.0035148053980791675,0.004625351130298704,0.015101290611498308,0.00013655354603139426,8.563014607810189e-11,0.0001362407143170181,0.0,485.0646218566734,29.999952043976982
0.003699992798057066,0.004622503885412765,0.015098430188808286,0.00013940079083750014,8.571587814107144e-11,0.00013906394351728845,0.0,484.92185688457084,29.99994952987467
0.003885180198034965,0.0046197575268452735,0.01509567065488077,0.00014214714933043023,8.579453936775608e-11,0.00014178580255345865,0.0,484.7860432959023,29.999947016501242
0.0041256714512837,0.004616328423600661,0.0150922244451298,0.0001455762524843017,8.588759945947341e-11,0.00014518239536553132,0.0,484.61917240475407,29.999943753572396
0.004366162704532434,0.004613040639526946,0.015088919558352126,0.0001488640364746536,8.597183047735596e-11,0.00014843691542325925,0.0,484.4621080092888,29.999940491745647
0.004606653957781168,0.004609881101385134,0.015085742921151453,0.0001520235745409594,8.604850475418066e-11,0.00015156246660577417,0.0,484.31397624240765,29.999937230958253
0.0048471452110299025,0.004606838485883222,0.015082683210094294,0.00015506618997422692,8.611866447727777e-11,0.00015457040011190084,0.0,484.1740175882295,29.99993397115293
0.005087636464278637,0.004603902920588209,0.015079730552619172,0.00015800175520592786,8.618317075166444e-11,0.00015747061389748666,0.0,484.04156755647824,29.999930712277074
0.0053735245506629625,0.004600540576344522,0.015076347893981754,0.00016136409938067342,8.625347908175822e-11,0.00016079009470321392,0.0,483.89307928950046,29.99992683937525
0.005659412637047288,0.004597304687302015,0.015073091694965936,0.000164599988360671,8.631778252352674e-11,0.00016398224315225407,0.0,483.75352181176584,29.999922967644228
0.005945300723431614,0.004594184302492066,0.015069951004437969,0.00016772037311371958,8.637688227368886e-11,0.0001670580429762044,0.0,483.6221494409539,29.999919097015926
0.0062311888098159395,0.004591169842128517,0.015066916242461127,0.0001707348334247281,8.643144394393571e-11,0.00017002710397979445,0.0,483.49830723056033,29.9999152274278
0.006517076896200265,0.004588252878850948,0.015063978981536535,0.00017365179665312816,8.64820240761821e-11,0.00017289788112626967,0.0,483.3814167031986,29.999911358822192
0.006883107341894601,0.0045846487159994,0.015060348836629394,0.00017725595944759995,8.654170889641419e-11,0.0001764418025428217,0.0,483.24109180937035,29.999906407088712
0.007249137787588936,0.004581178568858431,0.015056852713479481,0.00018072610653564866,8.659643884152972e-11,0.00017985050906012886,0.0,483.11037940110043,29.999901456776065
0.0076151682332832715,0.004577830630730415,0.01505347880516659,0.00018407404461347237,8.664687587411759e-11,0.00018313585187675855,0.0,482.98845772690373,29.99989650779069
0.007981198678977607,0.004574594586836169,0.015050216796706584,0.00018731008846044618,8.669356688313831e-11,0.00018630818648840175,0.0,482.87460531822023,29.999891560046766
0.008347229124671942,0.0045714613748080645,0.015047057625543547,0.00019044330044461823,8.673696882360329e-11,0.00018937661265169248,0.0,482.76818518981554,29.999886613465403
0.008906018272189576,0.004566858532976803,0.015042415164081235,0.00019504614221456975,8.67977464643143e-11,0.00019387855229030271,0.0,482.61878839138166,29.999879063997177
0.00946480741970721,0.004562452392862527,0.015037969416037553,0.00019945228227349142,8.685285942781293e-11,0.00019818147187825874,0.0,482.4836678919826,29.99987151683506
0.010023596567224844,0.004558222401681882,0.015033699828134125,0.00020368227340350072,8.690317984638382e-11,0.000202306023210755,0.0,482.36135192502013,29.99986397176942
0.010582385714742478,0.0045541510327913245,0.015029588873281917,0.00020775364224735448,8.694940964740093e-11,0.0002062698220361661,0.0,482.25057667671877,29.99985642861163
